UniprotID	ID	lineage	domain	phylum	class	order	family	genus	species
A0A2M8E4R2	UNIPROT:A0A2M8E4R2_9BURK	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__	s__
A0A395L218	UNIPROT:A0A395L218_9HYPH	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Rhizobiaceae;g__Ensifer;s__	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Ensifer	s__
E5AZM3	UNIPROT:E5AZM3_9PSED	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__
E8PK54	UNIPROT:E8PK54_THESS	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__Thermusscotoductus	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__Thermusscotoductus
B6V333	UNIPROT:B6V333_9DEIN	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__
B6V334	UNIPROT:B6V334_9DEIN	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__
B6V336	UNIPROT:B6V336_9DEIN	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__
B6V335	UNIPROT:B6V335_9DEIN	d__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Thermus;s__	d__Bacteria	p__Deinococcota	c__Deinococci	o__Thermales	f__Thermaceae	g__Thermus	s__
A0A3B1E1B4	UNIPROT:A0A3B1E1B4_9ZZZZ	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
A0A2H5WH15	UNIPROT:A0A2H5WH15_9BACT	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
A0A1J5SD80	UNIPROT:A0A1J5SD80_9ZZZZ	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
A0A1E4LQA7	UNIPROT:A0A1E4LQA7_9BURK	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
