UniprotID	ID	lineage	domain	phylum	class	order	family	genus	species
Q6WIG0	UNIPROT:Q6WIG0_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salisediminibacterium;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Salisediminibacterium	s__
Q5Y818	UNIPROT:ARRA_CHRAT	d__Bacteria;p__Chrysiogenota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Chrysiogenes;s__	d__Bacteria	p__Chrysiogenota	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Chrysiogenes	s__
A0A1I3R667	UNIPROT:A0A1I3R667_9EURY	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Natronobacterium;s__	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Natrialbales	f__Natrialbaceae	g__Natronobacterium	s__
M0MPE3	UNIPROT:M0MPE3_9EURY	d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Natrialbales;f__Natrialbaceae;g__Halobiforma;s__Halobiformanitratireducens	d__Archaea	p__Euryarchaeota	c__Halobacteria	o__Natrialbales	f__Natrialbaceae	g__Halobiforma	s__Halobiformanitratireducens
W0DML2	UNIPROT:W0DML2_9GAMM	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__Thioalkalivibrioparadoxus	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrioparadoxus
H5Y2I7	UNIPROT:H5Y2I7_9FIRM	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;s__Desulfosporosinusyoungiae	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinusyoungiae
D9Y335	UNIPROT:D9Y335_9BURK	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__	g__	s__
F3QH81	UNIPROT:F3QH81_9BURK	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__Parasutterellaexcrementihominis	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Parasutterella	s__Parasutterellaexcrementihominis
A5GCL4	UNIPROT:A5GCL4_GEOUR	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geotalea;s__Geotaleauraniireducens	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geotalea	s__Geotaleauraniireducens
A6TLY9	UNIPROT:A6TLY9_ALKMQ	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Alkaliphilus;s__Alkaliphilusmetalliredigens	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Alkaliphilus	s__Alkaliphilusmetalliredigens
A8MGU8	UNIPROT:A8MGU8_ALKOO	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Alkaliphilus;s__Alkaliphilusoremlandii	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Alkaliphilus	s__Alkaliphilusoremlandii
B3E6P6	UNIPROT:B3E6P6_TRIL1	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Trichlorobacter;s__Trichlorobacterlovleyi	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Trichlorobacter	s__Trichlorobacterlovleyi
D6XXR4	UNIPROT:D6XXR4_BACIE	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salisediminibacterium;s__Salisediminibacteriumselenitireducens	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Salisediminibacterium	s__Salisediminibacteriumselenitireducens
E1SUE0	UNIPROT:E1SUE0_FERBD	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae;g__Ferrimonas;s__Ferrimonasbalearica	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Ferrimonadaceae	g__Ferrimonas	s__Ferrimonasbalearica
E6W756	UNIPROT:E6W756_DESIS	d__Bacteria;p__Chrysiogenota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Desulfurispirillum;s__Desulfurispirillumindicum	d__Bacteria	p__Chrysiogenota	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Desulfurispirillum	s__Desulfurispirillumindicum
E6XPK7	UNIPROT:E6XPK7_SHEP2	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;s__Shewanellaputrefaciens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Shewanellaceae	g__Shewanella	s__Shewanellaputrefaciens
I3Y0G2	UNIPROT:I3Y0G2_SULBS	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__Sulfurospirillumbarnesii	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__Sulfurospirillumbarnesii
L0DSS4	UNIPROT:L0DSS4_THIND	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__Thioalkalivibrio;s__Thioalkalivibrionitratireducens	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Ectothiorhodospiraceae	g__Thioalkalivibrio	s__Thioalkalivibrionitratireducens
L0F783	UNIPROT:L0F783_DESDL	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Desulfitobacteriaceae;g__Desulfitobacterium;s__Desulfitobacteriumdichloroeliminans	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfitobacterium	s__Desulfitobacteriumdichloroeliminans
A0A5B9TWA1	UNIPROT:A0A5B9TWA1_SULMU	d__Bacteria;p__Campylobacterota;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum;s__	d__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Sulfurospirillaceae	g__Sulfurospirillum	s__
W0SB60	UNIPROT:W0SB60_9PROT	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Nitrosomonadales;f__Sterolibacteriaceae;g__Sulfuritalea;s__Sulfuritaleahydrogenivorans	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Sterolibacteriaceae	g__Sulfuritalea	s__Sulfuritaleahydrogenivorans
A0A0A8WZA2	UNIPROT:A0A0A8WZA2_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus;s__Mesobacillusselenatarsenatis	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Mesobacillus	s__Mesobacillusselenatarsenatis
A0A0A8X696	UNIPROT:A0A0A8X696_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Mesobacillus;s__Mesobacillusselenatarsenatis	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Mesobacillus	s__Mesobacillusselenatarsenatis
A0A0A8WQN0	UNIPROT:A0A0A8WQN0_9DELT	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__
A0A0J1H4Q4	UNIPROT:A0A0J1H4Q4_9GAMM	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Photobacterium;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Photobacterium	s__
A0A0M4CZD8	UNIPROT:A0A0M4CZD8_9DELT	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfuromonadia;o__Desulfuromonadales;f__Desulfuromonadaceae;g__Desulfuromonas;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Desulfuromonadales	f__Desulfuromonadaceae	g__Desulfuromonas	s__
A0A1A9R140	UNIPROT:A0A1A9R140_9GAMM	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__
A0A1C7HGD2	UNIPROT:A0A1C7HGD2_9BURK	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__	g__	s__
A0A1M5RMQ6	UNIPROT:A0A1M5RMQ6_9GAMM	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae;g__Ferrimonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Ferrimonadaceae	g__Ferrimonas	s__
A0A135L508	UNIPROT:A0A135L508_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Tepidibacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Tepidibacillus	s__
A0A1D7QWV6	UNIPROT:A0A1D7QWV6_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Salisediminibacterium;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Salisediminibacterium	s__
A0A1E5G0N8	UNIPROT:A0A1E5G0N8_9FIRM	d__Bacteria;p__Bacillota;c__Desulfuribacillia;o__Desulfuribacillales;f__Desulfuribacillaceae;g__Desulfuribacillus;s__	d__Bacteria	p__Bacillota	c__Desulfuribacillia	o__Desulfuribacillales	f__Desulfuribacillaceae	g__Desulfuribacillus	s__
A0A1E5L8Z2	UNIPROT:A0A1E5L8Z2_9FIRM	d__Bacteria;p__Bacillota;c__Desulfuribacillia;o__Desulfuribacillales;f__Desulfuribacillaceae;g__Desulfuribacillus;s__	d__Bacteria	p__Bacillota	c__Desulfuribacillia	o__Desulfuribacillales	f__Desulfuribacillaceae	g__Desulfuribacillus	s__
A0A1E5L917	UNIPROT:A0A1E5L917_9FIRM	d__Bacteria;p__Bacillota;c__Desulfuribacillia;o__Desulfuribacillales;f__Desulfuribacillaceae;g__Desulfuribacillus;s__	d__Bacteria	p__Bacillota	c__Desulfuribacillia	o__Desulfuribacillales	f__Desulfuribacillaceae	g__Desulfuribacillus	s__
A0A1S2LM97	UNIPROT:A0A1S2LM97_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anaerobacillus	s__
A0A1S2LHP3	UNIPROT:A0A1S2LHP3_9BACI	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anaerobacillus;s__	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anaerobacillus	s__
A0A1M6LKH2	UNIPROT:A0A1M6LKH2_9FIRM	d__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Proteinivoraceae;g__Anaerobranca;s__Anaerobrancacaliforniensis	d__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Proteinivoraceae	g__Anaerobranca	s__Anaerobrancacaliforniensis
A0A1M5T0B7	UNIPROT:A0A1M5T0B7_9DELT	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfofustis;s__Desulfofustisglycolicus	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfofustis	s__Desulfofustisglycolicus
A0A1M7YI47	UNIPROT:A0A1M7YI47_9DELT	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila;s__Desulfopilaaestuarii	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobulbia	o__Desulfobulbales	f__Desulfocapsaceae	g__Desulfopila	s__Desulfopilaaestuarii
A0A062VCB9	UNIPROT:A0A062VCB9_9EURY	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__CandidatusMethanoperedenaceae;g__CandidatusMethanoperedens;s__	d__Archaea	p__Euryarchaeota	c__Methanomicrobia	o__Methanosarcinales	f__CandidatusMethanoperedenaceae	g__CandidatusMethanoperedens	s__
A0A1F3F4Q2	UNIPROT:A0A1F3F4Q2_9BACT	d__Bacteria;p__Bacteroidota;c__;o__;f__;g__;s__	d__Bacteria	p__Bacteroidota	c__	o__	f__	g__	s__
A0A1G8PND5	UNIPROT:A0A1G8PND5_9GAMM	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Alteromonadales;f__Ferrimonadaceae;g__Ferrimonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Alteromonadales	f__Ferrimonadaceae	g__Ferrimonas	s__
A0A1Z1NSW8	UNIPROT:A0A1Z1NSW8_AERSA	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Aeromonadales;f__Aeromonadaceae;g__Aeromonas;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Aeromonadales	f__Aeromonadaceae	g__Aeromonas	s__
A0A2T6MW41	UNIPROT:A0A2T6MW41_9GAMM	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__;f__;g__;s__	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__	f__	g__	s__
A0A3A4WYA2	UNIPROT:A0A3A4WYA2_9DELT	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfobacteraceae	g__	s__
A0A3M2BEU2	UNIPROT:A0A3M2BEU2_UNCPL	d__Bacteria;p__Planctomycetota;c__;o__;f__;g__;s__	d__Bacteria	p__Planctomycetota	c__	o__	f__	g__	s__
A0A6I7PPE9	UNIPROT:A0A6I7PPE9_9SPIO	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__;s__	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Spirochaetaceae	g__	s__
A0A6L4YM52	UNIPROT:A0A6L4YM52_9RHOO	d__Bacteria;p__Pseudomonadota;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__;s__	d__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__	s__
A0A6N7AQE1	UNIPROT:A0A6N7AQE1_UNCNT	d__Bacteria;p__Nitrospirota;c__;o__;f__;g__;s__	d__Bacteria	p__Nitrospirota	c__	o__	f__	g__	s__
A0A7W8DHK3	UNIPROT:A0A7W8DHK3_9BACT	d__Bacteria;p__Chrysiogenota;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae;g__Desulfurispira;s__	d__Bacteria	p__Chrysiogenota	c__Chrysiogenetes	o__Chrysiogenales	f__Chrysiogenaceae	g__Desulfurispira	s__
B2A6V7	UNIPROT:B2A6V7_NATTJ	d__Bacteria;p__Bacillota;c__Clostridia;o__Natranaerobiales;f__Natranaerobiaceae;g__Natranaerobius;s__Natranaerobiusthermophilus	d__Bacteria	p__Bacillota	c__Clostridia	o__Natranaerobiales	f__Natranaerobiaceae	g__Natranaerobius	s__Natranaerobiusthermophilus
D6SSM0	UNIPROT:D6SSM0_9DELT	d__Bacteria;p__Thermodesulfobacteriota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonatronovibrionaceae;g__Desulfonatronospira;s__Desulfonatronospirathiodismutans	d__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfonatronovibrionaceae	g__Desulfonatronospira	s__Desulfonatronospirathiodismutans
